(1+0j),1.0
(0.9619636953198667+7.209944447028604e-18j),0.99
(0.9254239109794538+2.9815559743351372e-18j),0.98
(0.8903246588962745-2.764715539838034e-18j),0.97
(0.8566118507861209-2.7105054312137607e-18j),0.96
(0.8242332427263466-3.2526065174565133e-19j),0.95
(0.7931383810166344-3.632077277826439e-18j),0.94
(0.7632785493155996-6.559423143537301e-18j),0.9299999999999999
(0.7346067170317677+7.752045533271357e-18j),0.92
(0.7070774889476634+0j),0.91
(0.680647056055937-3.2526065174565133e-18j),0.9
(0.65527314758664-1.1926223897340549e-18j),0.89
(0.630914984204965+3.2526065174565133e-18j),0.88
(0.607533232358946-1.4094628242311558e-18j),0.87
(0.5850899597568137+1.4094628242311558e-18j),0.86
(0.5635485919538893-2.9273458657108635e-18j),0.85
